condition_name,canonical_term,score,study_count,status
inflammation gum,Inflammation,78.57143,2,pending
aorta aneurysm,Heart Aneurysm,78.57143,2,pending
gonarthritis,Spondylarthritis,78.57143,2,pending
"diabetes mellitus, type ii","Diabetes Mellitus, Type 1",78.43137,2,pending
acute intermittent porphyria,"Porphyria, Acute Intermittent",78.43137,2,pending
systolic hypertension,Isolated Systolic Hypertension,78.43137,2,pending
peripheral spondyloarthritis,Axial Spondyloarthritis,78.43137,2,pending
"infections, respiratory",Respiratory Tract Infections,78.43137,2,pending
degeneration of lumbar intervertebral disc,Intervertebral Disc Degeneration,78.37838,2,pending
low-grade squamous intraepithelial lesions,Squamous Intraepithelial Lesions,78.37838,2,pending
low grade squamous intraepithelial lesions,Squamous Intraepithelial Lesions,78.37838,2,pending
dominant dystrophic epidermolysis bullosa,Epidermolysis Bullosa Dystrophica,78.37838,2,pending
tetraparesis,Paraparesis,78.26087,2,pending
relapsed or refractory plasma cell neoplasms,"Neoplasms, Plasma Cell",78.26087,2,pending
postoperative cognitive function,Postoperative Cognitive Complications,78.26087,2,pending
advanced or metastatic merkel cell carcinoma,"Carcinoma, Merkel Cell",78.26087,2,pending
lung neuroendocrine tumor,Neuroendocrine Tumors,78.26087,2,pending
carotid artery stenoses,Carotid Artery Diseases,78.26087,2,pending
"block, heart",Heart Block,78.26087,2,pending
ra - rheumatoid arthritis,"Arthritis, Rheumatoid",78.26087,2,pending
genotoxicity,Ototoxicity,78.26087,2,pending
metastatic lung neuroendocrine tumor,Neuroendocrine Tumors,78.26087,2,pending
graft versus host disease (cgvhd),Graft vs Host Disease,78.26087,2,pending
chronic hepaititis b,Hepatitis B,78.26087,2,pending
proptosis,Blepharoptosis,78.26087,2,pending
encephalitis autoimmune,Autoimmune Pancreatitis,78.26087,2,pending
central nervous system metastases,Central Nervous System Diseases,78.125,2,pending
recurrent adult grade iii lymphomatoid granulomatosis,Lymphomatoid Granulomatosis,78.125,2,pending
adult grade iii lymphomatoid granulomatosis,Lymphomatoid Granulomatosis,78.125,2,pending
mediastinal lymphoma,Mediastinal Emphysema,78.04878,2,pending
non-severe pulmonary embolism,Pulmonary Embolism,78.04878,2,pending
chronic primary immune thrombocytopenia (itp),Thrombocytopenia 4,78.04878,2,pending
"craniopharyngioma, child",Craniopharyngioma,78.04878,2,pending
oral glucose tolerance,Glucose Intolerance,78.04878,2,pending
osteoarthritis finger,"Osteoarthritis, Knee",78.04878,2,pending
multiple rib fractures,"Fractures, Multiple",78.04878,2,pending
chronic coronary syndromes,Acute Coronary Syndrome,78.04878,2,pending
calcification of aortic valve,"Aortic Valve, Calcification of",77.9661,2,pending
ovarian serous cystadenocarcinoma,"Cystadenocarcinoma, Serous",77.9661,2,pending
clinical stage i esophageal squamous cell carcinoma ajcc v8,Esophageal Squamous Cell Carcinoma,77.92208,2,pending
spinocerebellar ataxia type 8,Spinocerebellar Ataxia 10,77.77778,2,pending
relapsed and refractory multiple myeloma (rrmm),Multiple Myeloma,77.77778,2,pending
myasthenia,Asthenia,77.77778,2,pending
diarrhoea;acute,Diarrhea,77.77778,2,pending
chronic leg ulcer,Leg Ulcer,77.77778,2,pending
endocrine tumor,Neuroendocrine Tumors,77.77778,2,pending
sjögren´s syndrome,Sjogren's Syndrome,77.77778,2,pending
relapsed and refractory multiple myeloma,Multiple Myeloma,77.77778,2,pending
adult acute myelomonocytic leukemia,"Leukemia, Myelomonocytic, Acute",77.77778,2,pending
t-cell-prolymphocytic leukemia,"Leukemia, Prolymphocytic",77.77778,2,pending
chemotherapy induced neutropenia,Chemotherapy-Induced Febrile Neutropenia,77.77778,2,pending
post operative complication,Postoperative Complications,77.77778,2,pending
barotitis,Proctitis,77.77778,2,pending
"myelomonocytic leukemia, chronic","Leukemia, Myelomonocytic, Acute",77.77778,2,pending
"sterility, female","Infertility, Female",77.77778,2,pending
pancreatic masses,Pancreatic Diseases,77.77778,2,pending
bipolar disorder nos,Bipolar Disorder,77.77778,2,pending
hypertension arterial,Prehypertension,77.77778,2,pending
b cell precursor acute lymphoblastic leukemia,Precursor Cell Lymphoblastic Leukemia-Lymphoma,77.64706,2,pending
"atrophy, facioscapulohumeral","Muscular Dystrophy, Facioscapulohumeral",77.61194,2,pending
unresectable laryngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.61194,2,pending
metastatic sinonasal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.61194,2,pending
active rheumatoid arthritis,Negative rheumatoid factor polyarthritis,77.61194,2,pending
post operative hemorrhage,Postoperative Hemorrhage,77.55102,2,pending
severe acute respiratory infection,Respiratory Tract Infections,77.55102,2,pending
cardiovascular disorders,Cerebrovascular Disorders,77.55102,2,pending
acute myocardial infarction type 1,Myocardial Infarction,77.55102,2,pending
"respiratory infection (for example, pneumonia, bronchitis)",Respiratory Tract Infections,77.55102,2,pending
musculoskeletal disorders (msds),Musculoskeletal Diseases,77.55102,2,pending
kaposi's sarcoma,"Sarcoma, Kaposi",77.41936,2,pending
punctal stenosis,Spinal Stenosis,77.41936,2,pending
mycotic aneurysm,Aortic Aneurysm,77.41936,2,pending
oral disorders,Gonadal Disorders,77.41936,2,pending
stress disorders,Taste Disorders,77.41936,2,pending
t-cell lymphoma (ptcl and ctcl),"Lymphoma, T-Cell",77.41936,2,pending
relapsed t-cell lymphoma,"Lymphoma, T-Cell",77.41936,2,pending
richter's syndrome,Arts syndrome,77.41936,2,pending
"chronic myelogenous leukemia, accelerated phase","Leukemia, Myeloid, Accelerated Phase",77.333336,2,pending
high grade squamous intraepithelial lesions,Squamous Intraepithelial Lesions,77.333336,2,pending
myocardial inflammation,Myocardial Infarction,77.27273,2,pending
endometrial carcinoma stage iii,"Carcinoma, Endometrioid",77.27273,2,pending
immune deficiencies,Immune Deficiency Disease,77.27273,2,pending
shoulder pain syndrome,Van der Woude syndrome,77.27273,2,pending
endometrial carcinoma stage i,"Carcinoma, Endometrioid",77.27273,2,pending
locally advanced cholangiocarcinoma,Cholangiocarcinoma,77.27273,2,pending
coronary stent restenosis,Coronary Restenosis,77.27273,2,pending
neurofibromatosis type ii,Neurofibromatosis 2,77.27273,2,pending
stress related disorder,Heat Stress Disorders,77.27273,2,pending
atrial fibrillation rapid,Atrial Fibrillation,77.27273,2,pending
post-lumbar puncture headache,Post-Dural Puncture Headache,77.192986,2,pending
neuroendocrine carcinoma of lung,"Carcinoma, Neuroendocrine",77.192986,2,pending
relapsed or refractory peripheral t-cell lymphoma (ptcl),"Lymphoma, T-Cell, Peripheral",77.192986,2,pending
"hypogonadism, hypogonadotropic",Idiopathic Hypogonadotropic Hypogonadism,77.14286,2,pending
aortic root dissection,Aortic Dissection,76.92308,2,pending
minimal hepatic encephalopathy,Hepatic Encephalopathy,76.92308,2,pending
severe anaemia,Anemia,76.92308,2,pending
"severe combined immunodeficiency, x linked",X-Linked Combined Immunodeficiency Diseases,76.92308,2,pending
ici-myocarditis,Myocarditis,76.92308,2,pending
squamous cell carcinoma skin,"Carcinoma, Squamous Cell",76.92308,2,pending
cognition function,Cognitive Dysfunction,76.92308,2,pending
inflammatory skin disease,Pelvic Inflammatory Disease,76.92308,2,pending
apocrine carcinoma,Eccrine Porocarcinoma,76.92308,2,pending
advanced solid tumors (phase 1),Desmoid Tumors,76.92308,2,pending
bacterial vaginitis,"Vaginosis, Bacterial",76.92308,2,pending
lactose malabsorption,Glucose-Galactose Malabsorption,76.92308,2,pending
achr myasthenia gravis,Myasthenia Gravis,76.92308,2,pending
anhydramnios,Polyhydramnios,76.92308,2,pending
tibialis posterior dysfunction,Posterior Tibial Tendon Dysfunction,76.92308,2,pending
alzheimer&#39; disease,Alzheimer Disease,76.92308,2,pending
stomatocytosis,Mastocytosis,76.92308,2,pending
myeloid,Keloid,76.92308,2,pending
limb fracture,Rib Fractures,76.92308,2,pending
premenstrual disorder,Premenstrual Dysphoric Disorder,76.92308,2,pending
hiv coinfection,Coinfection,76.92308,2,pending
recurrent gliomas,Glioma,76.92308,2,pending
oral diseases,Nail Diseases,76.92308,2,pending
major depression disorders,"Depressive Disorder, Major",76.92308,2,pending
unresectable solid tumors,Desmoid Tumors,76.92308,2,pending
narp syndrome,Arts syndrome,76.92308,2,pending
ptosis,Ketosis,76.92308,2,pending
fetal infection,Reinfection,76.92308,2,pending
active ankylosing spondylitis,"Spondylitis, Ankylosing",76.92308,2,pending
recurrent skin squamous cell carcinoma,"Carcinoma, Squamous Cell",76.92308,2,pending
temporomandibular dysfunction (tmd),Temporomandibular Joint Dysfunction Syndrome,76.712326,2,pending
ventilator-associated bacterial pneumonia (vabp),"Pneumonia, Ventilator-Associated",76.712326,2,pending
cmt - charcot-marie-tooth disease,Charcot-Marie-Tooth Disease,76.666664,2,pending
mucous membrane pemphigoid,"Pemphigoid, Benign Mucous Membrane",76.666664,2,pending
relapsed diffuse large b cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",76.666664,2,pending
large b cell diffuse lymphoma,"Lymphoma, Large B-Cell, Diffuse",76.666664,2,pending
non alcoholic fatty liver,"Fatty Liver, Alcoholic",76.59574,2,pending
moderate traumatic brain injury,"Brain Injuries, Traumatic",76.59574,2,pending
hypersensitivity response,Venom Hypersensitivity,76.59574,2,pending
injection site infection,Injection Site Reaction,76.59574,2,pending
serious bacterial infection,Bacterial Infections,76.59574,2,pending
palmoplantar keratoses,"Keratoderma, Palmoplantar",76.59574,2,pending
moderate traumatic brain injury (tbi),"Brain Injuries, Traumatic",76.59574,2,pending
nocturnal hypertension,Intracranial Hypertension,76.59574,2,pending
"sterility, male","Infertility, Female",76.47059,2,pending
oral dysplasia,Ectodermal Dysplasia,76.47059,2,pending
chronic obstructive pulmonary diseases,"Pulmonary Disease, Chronic Obstructive",76.47059,2,pending
menopause syndrome,Emanuel syndrome,76.47059,2,pending
maxillary sinus,Maxillary Sinusitis,76.47059,2,pending
long qt syndrome (lqts),Long Qt Syndrome 3,76.47059,2,pending
group b streptococcal infection,Streptococcal Infections,76.36364,2,pending
advanced vaginal adenosquamous carcinoma,"Carcinoma, Adenosquamous",76.36364,2,pending
recurrent ovarian mucinous adenocarcinoma,"Adenocarcinoma, Mucinous",76.36364,2,pending
als with frontotemporal dementia (als/ftd),Frontotemporal Dementia,76.36364,2,pending
philadelphia chromosome-positive,Philadelphia Chromosome,76.36364,2,pending
branch retinal artery occlusion,Retinal Artery Occlusion,76.36364,2,pending
"carcinoma, non small cell lung",Small Cell Lung Carcinoma,76.36364,2,pending
"portal hypertension, noncirrhotic",Idiopathic Noncirrhotic Portal Hypertension,76.31579,2,pending
temporomandibular joint and muscle disorder,Temporomandibular Joint Disorders,76.31579,2,pending
coronary stent occlusion,Coronary Occlusion,76.190475,2,pending
hereditary disease,"Eye Diseases, Hereditary",76.190475,2,pending
postoperative pulmonary complication,Postoperative Complications,76.190475,2,pending
overload,Iron Overload,76.190475,2,pending
squamous carcinoma,"Carcinoma, Squamous Cell",76.190475,2,pending
attrition,Malnutrition,76.190475,2,pending
neuromuscular agents,Neuromuscular Diseases,76.190475,2,pending
"breast cancer, male","Breast Cancer, Familial",76.190475,2,pending
compression,Depression,76.190475,2,pending
vestibular function,Ventricular Dysfunction,76.190475,2,pending
recurrent ovarian transitional cell carcinoma,"Carcinoma, Transitional Cell",76.190475,2,pending
healthcare-associated infections (hais),Healthcare-Associated Pneumonia,76.190475,2,pending
prolactin,Prolactinoma,76.190475,2,pending
dystonia; idiopathic,Idiopathic Hypersomnia,76.190475,2,pending
oxaluria,Hyperoxaluria,76.190475,2,pending
concussions,Contusions,76.190475,2,pending
relapsed or refractory diffuse large b-cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",76.190475,2,pending
psychological disorders,Psychotic Disorders,76.190475,2,pending
acute lymphatic leukemia,"Leukemia, Prolymphocytic",76.190475,2,pending
pediatric-onset multiple sclerosis (poms),Multiple Sclerosis,76.190475,2,pending
erosive osteoarthritis,"Osteoarthritis, Knee",76.190475,2,pending
"sensorineural hearing loss, profound","Hearing Loss, Sensorineural",76.190475,2,pending
pulmonary arteriovenous malformation,Arteriovenous Malformations,76.190475,2,pending
infiltrative cardiomyopathy,"Cardiomyopathy, Dilated",76.0,2,pending
bronchopulmonary disease,Bronchopulmonary Dysplasia,76.0,2,pending
arteriovenous fistula patency,Arteriovenous Fistula,76.0,2,pending
refractory acute biphenotypic leukemia,"Leukemia, Biphenotypic, Acute",76.0,2,pending
small lymphocytic leukemia (sll),"Leukemia, Prolymphocytic",76.0,2,pending
abdominal aorta aneurism,"Aortic Aneurysm, Abdominal",76.0,2,pending
postoperative infection,Postoperative Complications,76.0,2,pending
myelo dysplastic syndrome,Dysplastic Nevus Syndrome,76.0,2,pending
birdshot chorioretinitis,Birdshot Chorioretinopathy,76.0,2,pending
microvascular obstruction (mvo),Microvascular Rarefaction,76.0,2,pending
pathologic stage iv esophageal squamous cell carcinoma ajcc v8,Esophageal Squamous Cell Carcinoma,75.94936,2,pending
pancreatic net,Pancreatic Cyst,75.86207,2,pending
pulp inflammation,Inflammation,75.86207,2,pending
stage ib hepatocellular carcinoma ajcc v8,"Carcinoma, Hepatocellular",75.86207,2,pending
ovarian sarcoma,Carcinosarcoma,75.86207,2,pending
lyell syndrome,Temple syndrome,75.86207,2,pending
parathyroid,Hypoparathyroidism,75.86207,2,pending
"ventricular tachycardia, sustained","Tachycardia, Ventricular",75.86207,2,pending
signet ring cell adenocarcinoma,"Carcinoma, Signet Ring Cell",75.86207,2,pending
stage ivb nasopharyngeal carcinoma ajcc v7,Nasopharyngeal Carcinoma,75.86207,2,pending
raynaud syndrome,Blau syndrome,75.86207,2,pending
treatment-refractory schizophrenia,"Schizophrenia, Treatment-Resistant",75.86207,2,pending
premature ventricular beats,Ventricular Premature Complexes,75.86207,2,pending
advanced liver fibrosis,Liver Cirrhosis,75.86207,2,pending
segmentation,Hyperpigmentation,75.86207,2,pending
crohn's diseases,Crohn Disease,75.86207,2,pending
stage iva nasopharyngeal carcinoma ajcc v7,Nasopharyngeal Carcinoma,75.86207,2,pending
"tuberculosis, mdr",Tuberculosis,75.86207,2,pending
pearson syndrome,Arts syndrome,75.86207,2,pending
enteral nutrition (food for special medical purposes),Malnutrition,75.86207,2,pending
carotid disease,Caroli Disease,75.86207,2,pending
facioscapulohumeral atrophy,"Muscular Dystrophy, Facioscapulohumeral",75.757576,2,pending
multi drug resistant tuberculosis,"Tuberculosis, Multidrug-Resistant",75.757576,2,pending
arrhythmia atrial,"Arrhythmias, Cardiac",75.675674,2,pending
gut-brain disorders,Migraine Disorders,75.675674,2,pending
hormone deficiency,Thiamine Deficiency,75.675674,2,pending
venous embolism,Venous Thromboembolism,75.675674,2,pending
akut kidney injury,Acute Kidney Injury,75.675674,2,pending
accelerated phase chronic myelogenous leukemia,"Leukemia, Myeloid, Accelerated Phase",75.675674,2,pending
paraumbilical hernia,"Hernia, Umbilical",75.675674,2,pending
tibial shaft fracture,Tibial Fractures,75.675674,2,pending
neoplasm recurrence,"Neoplasm Recurrence, Local",75.55556,2,pending
x-linked agammaglobulinemia,Agammaglobulinemia,75.55556,2,pending
mandibular angle fracture,Mandibular Fractures,75.55556,2,pending
axial psoriatic arthritis (axpsa),"Arthritis, Psoriatic",75.55556,2,pending
atherosclerotic lesion,"Plaque, Atherosclerotic",75.55556,2,pending
postpartum hypertension,"Depression, Postpartum",75.55556,2,pending
cirrhosis alcoholic,"Liver Cirrhosis, Alcoholic",75.55556,2,pending
silent myocardial ischemia,Myocardial Ischemia,75.55556,2,pending
cystic fibrosis liver disease,Polycystic liver disease,75.471695,2,pending
ovarian endometrioid carcinoma,"Carcinoma, Endometrioid",75.471695,2,pending
advanced pleural malignant mesothelioma,"Mesothelioma, Malignant",75.471695,2,pending
postoperative constipation,Postoperative Complications,75.471695,2,pending
squamous cell carcinoma mouth,"Carcinoma, Squamous Cell",75.471695,2,pending
inflammatory joint disease (ijd),Pelvic Inflammatory Disease,75.471695,2,pending
acute promyelocytic leukaemia,"Leukemia, Promyelocytic, Acute",75.471695,2,pending
pneumocystis carinii infection,Pneumocystis Infections,75.471695,2,pending
stage iii pleural malignant mesothelioma ajcc v7,"Mesothelioma, Malignant",75.471695,2,pending
cardiovascular biomarkers,Cardiovascular Abnormalities,75.471695,2,pending
anterior cruciate ligament (acl),Anterior Cruciate Ligament Injuries,75.409836,2,pending
autoinflammatory diseases,Hereditary Autoinflammatory Diseases,75.409836,2,pending
"veno occlusive disease, hepatic",Hepatic Veno-Occlusive Disease,75.409836,2,pending
heel pain syndrome,Cohen syndrome,75.0,2,pending
penis/injuries,Reinjuries,75.0,2,pending
myelofibrosis (pmf),Amyloidosis,75.0,2,pending
pancreas adenocarcinoma (msi-h),"Adenocarcinoma, Sebaceous",75.0,2,pending
opiate-related disorders,Opioid-Related Disorders,75.0,2,pending
compartment syndrome of leg,Compartment Syndromes,75.0,2,pending
colonization,Echolocation,75.0,2,pending
rectal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,75.0,2,pending
